CmteID,Cycle,PACShort,Affiliate,Ultorg,RecipID,RecipCode,FECCandID,Party,PrimCode,Source,Sensitive,Foreign,Active
C00099655,1994,BellSouth Telecommunications,BellSouth Corp,BellSouth Corp,C00099655,PB,,,C4100,S&P94,N,0,1
C00099754,1994,Independent Bakers Assn,,Independent Bakers Assn,C00099754,PB,,,G2100,Name,N,0,1
C00099937,1994,Cooper Industries,,Cooper Industries,C00099937,PB,,,M2300,S&P/Phone,Y,0,1
C00099945,1994,Wisconsin Electric Power,,Wisconsin Energy Corp,C00099945,PB,,,E1600,Hvr03,Y,0,1
C00100107,1994,National Soft Drink Assn,,National Soft Drink Assn,C00100107,PB,,,G2600,NTPA89,N,0,1
C00100131,1994,Goodyear Tire & Rubber,,Goodyear Tire & Rubber,C00100131,PB,,,M1500,S&P94,Y,0,1
C00100289,1994,China Clay Producers Assn,,China Clay Producers Assn,C00100289,PB,,,E1230,EncAssns,N,0,1
C00100297,1994,Texas Commerce Bank/Dallas,Chemical Bank,Chemical Bank,C00100297,PB,,,F1100,S&P94,N,0,1
C00100305,1994,Peter Pan Seafoods,,Nichiro Corp,C00100305,PB,,,G2350,S&P94,N,1,1
C00100321,1994,Harris Corp,,Harris Corp,C00100321,PB,,,D3000,WebDS,Y,0,1
C00100347,1994,Entergy Mississippi,Entergy Corp,Entergy Corp,C00100347,PB,,,E1600,S&P94,N,0,1
C00100495,1994,Sea-Land Service,CSX Corp,CSX Corp,C00100495,PB,,,T6200,S&P94,Y,0,1
C00100693,1994,Chicago Board Options Exchange,,Chicago Board Options Exchange,C00100693,PB,,,F2200,Name,N,0,1
C00100727,1994,Entergy Services,Entergy Corp,Entergy Corp,C00100727,PB,,,E1620,S&P94,N,0,1
C00100859,1994,Liberty National Bank & Trust of Okl Cty,Liberty Bancorp,Liberty Bancorp,C00100859,PB,,,F1100,S&P94,N,0,1
C00101071,1994,Collins & Aikman Corp,,Collins & Aikman Corp,C00101071,PB,,,M8000,S&P94,Y,0,1
C00101105,1994,National Federation of Independent Business,National Federation of Independent Business,National Federation of Independent Business,C00101105,PB,,,G1200,AFP88,N,0,1
C00101204,1994,National Fisheries Institute,,National Fisheries Institute,C00101204,PB,,,E4100,AFP88,N,0,1
C00101212,1994,Right to Life of Michigan,Right to Life,Right to Life,C00101212,PI,,,J7120,AFP88,N,0,1
C00101410,1994,Computer Sciences Corp,,Computer Sciences Corp,C00101410,PB,,,C5130,S&P94,Y,0,1
C00101485,1994,Ecolab Inc,,Ecolab Inc,C00101485,PB,,,G5200,S&P94,Y,0,1
C00101493,1994,American Osteopathic Healthcare Assn,,American Osteopathic Healthcare Assn,C00101493,PB,,,H1130,NTPA89,N,0,1
C00101626,1994,Virginia Bankers Assn,American Bankers Assn,American Bankers Assn,C00101626,PB,,,F1100,AFP88,N,0,1
C00101709,1994,Peoples Energy,,Peoples Energy,C00101709,PB,,,E1140,,N,0,1
C00101766,1994,Continental Airlines,,Continental Airlines,C00101766,PB,,,T1100,Duns,N,0,1
C00102152,1994,Washington Gas Light Co,,Washington Gas Light Co,C00102152,PB,,,E1140,S&P94,N,0,1
C00102160,1994,Northeast Utilities,Northeast Utilities,Northeast Utilities,C00102160,PB,,,E1600,S&P94,Y,0,1
C00102368,1994,Desert Caucus,,Desert Caucus,C00102368,PI,,,J5100,AFP88,N,0,1
C00102517,1994,Ash Grove Cement,,Vinton Corp,C00102517,PB,,,B5100,S&P94,N,0,1
C00102590,1994,First Interstate Bank of California,First Interstate,First Interstate,C00102590,PB,,,F1100,S&P94,N,0,1
C00102731,1994,Colorado Bankers Assn,American Bankers Assn,American Bankers Assn,C00102731,PB,,,F1100,Name,N,0,1
C00102764,1994,American Chiropractic Assn,American Chiropractic Assn,American Chiropractic Assn,C00102764,PB,,,H1500,AFP88,N,0,1
C00102780,1994,Miller Brewing,Philip Morris,Philip Morris,C00102780,PB,,,G2810,S&P94,N,0,1
C00102947,1994,Dayton Power & Light,,Dayton Power & Light,C00102947,PB,,,E1620,S&P94,Y,0,1
C00103028,1994,KN Energy,,KN Energy,C00103028,PB,,,E1140,S&P94,Y,0,1
C00103143,1994,American Insurance Assn,,American Insurance Assn,C00103143,PB,,,F3400,WebAM,N,0,1
C00103325,1994,"Donaldson, Lufkin & Jenrette",Equitable Companies,Equitable Companies,C00103325,PB,,,F2100,Hoovers,N,1,1
C00103572,1994,Mutual of Omaha,Mutual of Omaha,Mutual of Omaha,C00103572,PB,,,F3100,Phone,N,0,1
C00103697,1994,Bechtel Group,,Bechtel Group,C00103697,PB,,,E1700,Phone,Y,0,1
C00103713,1994,Northern Kentucky Home Builders Assn,National Assn of Home Builders,National Assn of Home Builders,C00103713,PB,,,B2000,AFP88,N,0,1
C00103861,1994,South Carolina Bankers Assn,American Bankers Assn,American Bankers Assn,C00103861,PB,,,F1100,Name,N,0,1
C00103937,1994,Eagle Forum,,Eagle Forum,C00103937,PI,,,J1100,EncAssns,N,0,1
C00103978,1994,Indiana ACRE,National Rural Electric Cooperative Assn,National Rural Electric Cooperative Assn,C00103978,PB,,,E1610,AFP88,N,0,1
C00104083,1994,Rite Aid Corp,,Rite Aid Corp,C00104083,PB,,,G4900,S&P94,N,0,1
C00104109,1994,Inland Steel,,Inland Steel,C00104109,PB,,,M2100,S&P94,N,0,1
C00104182,1994,First Fidelity Bancorp New Jersey,First Fidelity Bancorp,First Fidelity Bancorp,C00104182,PB,,,F1100,Duns,N,0,1
C00104299,1994,JP Morgan & Co,,JP Morgan & Co,C00104299,PB,,,F1100,S&P94,Y,0,1
C00104364,1994,Irby Construction,,Stuart C Irby Co,C00104364,PB,,,B1000,Duns,N,0,1
C00104687,1994,AO Smith Corp,,AO Smith Corp,C00104687,PB,,,T2200,S&P94,Y,0,1
C00104802,1994,Northwest Airlines,,Northwest Airlines,C00104802,PB,,,T1100,S&P94,N,0,1
C00104810,1994,Enron Corp,,Enron Corp,C00104810,PB,,,E1140,S&P94,Y,0,1
C00104851,1994,US Tobacco,UST Inc,UST Inc,C00104851,PB,,,A1300,S&P94,N,0,1
C00104885,1994,Stone & Webster,,Stone & Webster,C00104885,PB,,,B4000,S&P94,Y,0,1
C00104901,1994,"Akin, Gump et al",,"Akin, Gump et al",C00104901,PB,,,K1000,AFP88,N,0,1
C00105080,1994,New York State Right to Life,Right to Life,Right to Life,C00105080,PI,,,J7120,Name,N,0,1
C00105577,1994,Cleveland Building & Cnstr Trades Cncl,,Cleveland Building & Cnstr Trades Cncl,C00105577,PL,,,LB100,Name,N,0,1
C00105981,1994,Investment Co Institute,,Investment Co Institute,C00105981,PB,,,F2100,AFP88,N,0,1
C00106146,1994,American Hospital Assn,American Hospital Assn,American Hospital Assn,C00106146,PB,,,H2100,AFP88,N,0,1
C00106245,1994,Roadway Services Inc,Roadway Services Inc,Roadway Services Inc,C00106245,PB,,,T3100,S&P94,N,0,1
C00106609,1994,Longs Drugs Stores,,Longs Drugs Stores,C00106609,PB,,,G4900,S&P94,N,0,1
C00106716,1994,Mississippi Bankers Assn,American Bankers Assn,American Bankers Assn,C00106716,PB,,,F1100,AFP88,N,0,1
C00106740,1994,Group Health Assn of America,,Group Health Assn of America,C00106740,PB,,,H3700,NTPA89,N,0,1
C00106971,1994,Walter Industries,,Walter Industries,C00106971,PB,,,B2000,S&P94,Y,0,1
C00107128,1994,National Treasury Employees Union,,National Treasury Employees Union,C00107128,PL,,,L1100,AFP88,N,0,1
C00107136,1994,National Assn of Psychiatric Health Systems,,National Assn of Psychiatric Health Systems,C00107136,PB,,,H2100,NTPA89,N,0,1
C00107169,1994,Sundstrand Corp,Sundstrand Corp,Sundstrand Corp,C00107169,PB,,,T1300,S&P94,Y,0,1
C00107193,1994,MA Hanna Co,,MA Hanna Co,C00107193,PB,,,M1500,S&P94,Y,0,1
C00107219,1994,Talley Industries,,Talley Industries,C00107219,PB,,,D3000,S&P/Phone,Y,0,1
C00107235,1994,Coopers & Lybrand,Coopers & Lybrand,Coopers & Lybrand,C00107235,PB,,,F5100,Duns,N,0,1
C00107599,1994,Sterling Winthrop Inc,Eastman Kodak,Eastman Kodak,C00107599,PB,,,H4300,S&P94,N,0,1
C00107615,1994,American Rental Assn,,American Rental Assn,C00107615,PB,,,G5300,NTPA89,N,0,1
C00107656,1994,Chase Bank of Arizona,Chase Manhattan,Chase Manhattan,C00107656,PB,,,F1100,S&P94,N,0,1
C00107680,1994,Watson Land Co,,Watson Land Co,C00107680,PB,,,F4100,Duns,N,0,1
C00108001,1994,Sun-Maid Growers of California,Sun-Diamond Growers,Sun-Diamond Growers,C00108001,PB,,,A1400,S&P94,N,0,1
C00108027,1994,Carpenters Union/South Jersey,Carpenters & Joiners Union,Carpenters & Joiners Union,C00108027,PL,,,LB100,Name,N,0,1
C00108035,1994,McKesson Corp,,McKesson Corp,C00108035,PB,,,H4400,S&P94,Y,0,1
C00108043,1994,Pennsylvania Savings League,Savings & Community Bankers of America,Savings & Community Bankers of America,C00108043,PB,,,F1200,Phone,N,0,1
C00108209,1994,Dominion Resources,,Dominion Resources,C00108209,PB,,,E1600,S&P94,Y,0,1
C00108290,1994,Schering-Plough Corp,,Schering-Plough Corp,C00108290,PB,,,H4300,S&P94,Y,0,1
C00108456,1994,Maine Bankers Assn,American Bankers Assn,American Bankers Assn,C00108456,PB,,,F1100,AFP90,N,0,1
C00108555,1994,UniGroup Inc,UniGroup Inc,UniGroup Inc,C00108555,PB,,,T3100,Hvr05,N,0,1
C00108605,1994,Connecticut Bankers Assn,American Bankers Assn,American Bankers Assn,C00108605,PB,,,F1100,AFP88,N,0,1
C00109017,1994,Southwestern Bell,,Southwestern Bell,C00109017,PB,,,C4100,S&P94,Y,0,1
C00109165,1994,Louisiana-Pacific Corp,,Louisiana-Pacific Corp,C00109165,PB,,,A5000,S&P94,Y,0,1
C00109264,1994,Iowa-Illinois Gas & Electric,,Iowa-Illinois Gas & Electric,C00109264,PB,,,E1620,S&P94,Y,0,1
C00109306,1994,National Assn of Wholesaler-Distributors,,National Assn of Wholesaler-Distributors,C00109306,PB,,,G3000,AFP88,N,0,1
C00109355,1994,Voters for Choice/Frnds of Fam Planning,,Voters for Choice/Frnds of Fam Planning,C00109355,PI,,,J7150,AFP88,N,0,1
C00109363,1994,Dole Food,,Dole Food,C00109363,PB,,,A1400,S&P94,Y,0,1
C00109397,1994,Pennsylvania Credit Union League,Credit Union National Assn,Credit Union National Assn,C00109397,PB,,,F1300,AFP90,N,0,1
C00109413,1994,Host Marriott Corp,,Host Marriott Corp,C00109413,PB,,,T9100,S&P94,Y,0,1
C00109595,1994,Communications Workers Local 13000,Communications Workers of America,Communications Workers of America,C00109595,PL,,,LC100,Phone,N,0,1
C00109678,1994,New Hampshire Bankers Assn,American Bankers Assn,American Bankers Assn,C00109678,PB,,,F1100,AFP88,N,0,1
C00109710,1994,Vermont Pro-Life PAC,,Vermont Pro-Life PAC,C00109710,PI,,,J7120,Name,N,0,1
C00109744,1994,Issues '96,ex-V.P. Dan Quayle (R),Issues '96,C00109744,PI,,R,J2400,Kent,N,0,1
C00109793,1994,Fina Inc,,Fina Inc,C00109793,PB,,,E1160,S&P94,Y,1,1
C00109819,1994,National Coal Assn,,National Coal Assn,C00109819,PB,,,E1210,NTPA89,N,0,1
C00109926,1994,Amalgamated Sugar,Contran Corp,Contran Corp,C00109926,PB,,,A1200,SIC,N,0,1
C00110197,1994,"Dickstein, Shapiro & Morin",,"Dickstein, Shapiro & Morin",C00110197,PB,,,K1000,Duns,N,0,1
C00110262,1994,Brunswick Corp,,Brunswick Corp,C00110262,PB,,,M3600,S&P94,Y,0,1
C00110338,1994,American Crystal Sugar,,American Crystal Sugar,C00110338,PB,,,A1200,AFP88,N,0,1
C00110494,1994,Health Insurance Assn of America,,Health Insurance Assn of America,C00110494,PB,,,F3200,AFP88,N,0,1
C00110577,1994,Lincoln National Corp,Lincoln National Corp,Lincoln National Corp,C00110577,PB,,,F3100,S&P94,Y,0,1
C00110585,1994,Citizens Organized PAC,,Citizens Organized PAC,C00110585,PI,,,J5100,AFP88,N,0,1
C00110593,1994,Wachovia Bank of South Carolina,Wachovia Corp,Wachovia Corp,C00110593,PB,,,F1100,S&P94,N,0,1
C00110759,1994,Consolidated Freightways,,Consolidated Freightways,C00110759,PB,,,T3100,S&P94,Y,0,1
C00110858,1994,National Screw Machine Products Assn,,National Screw Machine Products Assn,C00110858,PB,,,M2300,NTPA89,N,0,1
C00111047,1994,California Avocado Proponent,,California Avocado Proponent,C00111047,PB,,,A1400,Name,N,0,1
C00111104,1994,Newhall Land & Farming,,Newhall Land & Farming,C00111104,PB,,,F4100,S&P94,Y,0,1
C00111278,1994,National Right to Life,Right to Life,Right to Life,C00111278,PI,,,J7120,AFP88,N,0,1
C00111302,1994,Society of American Florists,,Society of American Florists,C00111302,PB,,,A8000,NTPA89,Y,0,1
C00111427,1994,Mid-Continent Oil & Gas Assn,Mid-Con Oil & Gas,Mid-Con Oil & Gas,C00111427,PB,,,E1120,Phone,N,0,1
C00111534,1994,"Jones, Walker et al",,"Jones, Walker et al",C00111534,PB,,,K1000,MartHubb,N,0,1
C00111559,1994,Credit Suisse First Boston,,Credit Suisse First Boston,C00111559,PB,,,F2100,Hoovers,N,1,1
C00111567,1994,SunBanks,SunTrust Banks,SunTrust Banks,C00111567,PB,,,F1100,S&P94,N,0,1
C00111658,1994,EDS Corp,General Motors,General Motors,C00111658,PB,,,C5130,Hvr02,N,0,1
C00111716,1994,Sandoz Pharmaceuticals,Sandoz Corp,Sandoz Corp,C00111716,PB,,,H4300,S&P94,Y,0,1
C00111880,1994,Southdown Inc,,Southdown Inc,C00111880,PB,,,B5100,S&P94,N,0,1
C00111898,1994,Colonial Life & Accident Insurance,UNUM Corp,UNUM Corp,C00111898,PB,,,F3100,Duns,N,0,1
C00111930,1994,Pendleton Woolen Mills,,Pendleton Woolen Mills,C00111930,PB,,,M8000,S&P94,Y,0,1
C00112110,1994,Commodity Exchange Inc,,Commodity Exchange Inc,C00112110,PB,,,F2200,Duns,N,0,1
C00112144,1994,TransAmerica Life Companies,TransAmerica,TransAmerica,C00112144,PB,,,F3300,S&P94,N,0,1
C00112359,1994,"Symms, Lehn & Assoc",,"Symms, Lehn & Assoc",C00112359,PB,,,K2000,WashReps,N,0,1
C00112425,1994,Bally's Grand Inc,Bally Manufacturing,Bally Manufacturing,C00112425,PB,,,G6500,S&P94,Y,0,1
C00112664,1994,Willamette Industries,Willamette Industries,Willamette Industries,C00112664,PB,,,A5000,S&P94,Y,0,1
C00112680,1994,Americans for Democratic Action,Americans for Democratic Action,Americans for Democratic Action,C00112680,PI,,,J1200,AFP88,N,0,1
C00112722,1994,Avon Products,,Avon Products,C00112722,PB,,,M3300,S&P94,Y,0,1
C00112763,1994,International Mass Retail Assn,,International Mass Retail Assn,C00112763,PB,,,G4000,NTPA89,N,0,1
C00112888,1994,Loews Corp,Loews Corp,Loews Corp,C00112888,PB,,,F3400,S&P94,Y,0,1
C00112896,1994,Phillips Petroleum,,Phillips Petroleum,C00112896,PB,,,E1110,S&P94,Y,0,1
C00112995,1994,Operating Engineers Local 106,Operating Engineers Union,Operating Engineers Union,C00112995,PL,,,LB100,Phone,N,0,1
C00113001,1994,Veterans of Foreign Wars,,Veterans of Foreign Wars,C00113001,PI,,,JD100,AFP88,N,0,1
C00113019,1994,Citizens Concerned for the Natl Interest,,Citizens Concerned for the Natl Interest,C00113019,PI,,,J5100,AFP98,N,0,1
C00113043,1994,Chase Manhattan,Chase Manhattan,Chase Manhattan,C00113043,PB,,,F1100,S&P94,N,0,1
C00113225,1994,IBEW Local 728,International Brotherhood of Electrical Workers,International Brotherhood of Electrical Workers,C00113225,PL,,,LC150,Name,N,0,1
C00113241,1994,National Apartment Assn,,National Apartment Assn,C00113241,PB,,,F4500,NTPA89,N,0,1
C00113258,1994,Mortgage Insurance Companies of America,,Mortgage Insurance Companies of America,C00113258,PB,,,F4600,PhSK,Y,0,1
C00113449,1994,Handgun Control Inc,,Handgun Control Inc,C00113449,PI,,,J6100,Phone,N,0,1
C00113464,1994,New England Mutual Life,,New England Financial,C00113464,PB,,,F3300,Duns,N,0,1
C00113621,1994,Health Industry Manufacturers Assn,,Health Industry Manufacturers Assn,C00113621,PB,,,H4100,AFP90,N,0,1
C00113753,1994,Mallinckrodt Inc,Mallinckrodt Inc,Mallinckrodt Inc,C00113753,PB,,,H4100,S&P94,Y,0,1
C00113803,1994,American Osteopathic Assn,American Osteopathic Assn,American Osteopathic Assn,C00113803,PB,,,H1130,FECDocs,N,0,1
C00113811,1994,National Electrical Contractors Assn,,National Electrical Contractors Assn,C00113811,PB,,,B3200,AFP88,N,0,1
C00113845,1994,"Cosmetic, Toiletry & Fragrance Assn",,"Cosmetic, Toiletry & Fragrance Assn",C00113845,PB,,,M3300,NTPA89,N,0,1
C00113852,1994,Free Enterprise PAC,,Free Enterprise PAC,C00113852,PI,,,J7120,Sponsor,N,0,1
C00113902,1994,Gold Kist,,Gold Kist,C00113902,PB,,,A2300,Phone,Y,0,1
C00114017,1994,National Aggregates Assn,,National Aggregates Assn,C00114017,PB,,,B5100,Mil$D,N,0,1
C00114025,1994,National Ready Mixed Concrete Assn,,National Ready Mixed Concrete Assn,C00114025,PB,,,B5100,NTPA89,N,0,1
C00114090,1994,Washington Bankers Assn,American Bankers Assn,American Bankers Assn,C00114090,PB,,,F1100,AFP88,N,0,1
C00114108,1994,American Society of Travel Agents,,American Society of Travel Agents,C00114108,PB,,,T9400,AFP88,N,0,1
C00114132,1994,American Veterinary Medical Assn,,American Veterinary Medical Assn,C00114132,PB,,,A4500,AFP88,N,0,1
C00114223,1994,IBP Inc,,IBP Inc,C00114223,PB,,,G2300,S&P94,Y,0,1
C00114447,1994,Tennessee Bankers Assn,American Bankers Assn,American Bankers Assn,C00114447,PB,,,F1100,Name,N,0,1
C00114702,1994,Ocean Spray Cranberries,,Ocean Spray Cranberries,C00114702,PB,,,A1400,S&P94,N,0,1
C00115030,1994,Ipalco Enterprises,,Ipalco Enterprises,C00115030,PB,,,E1600,S&P94,N,0,1
C00115071,1994,California Cattlemen's Assn,National Cattlemen's Assn,National Cattlemen's Assn,C00115071,PB,,,A3000,WebEC,N,0,1
C00115196,1994,Trammell Crow Co,,Trammell Crow Co,C00115196,PB,,,F4100,Phone,Y,0,1
C00115303,1994,American Home Products,American Home Products,American Home Products,C00115303,PB,,,H4300,S&P94,Y,0,1
C00115527,1994,Asbestos Workers Union,Asbestos Workers Union,Asbestos Workers Union,C00115527,PL,,,LB100,Phone,N,0,1
C00115774,1994,JPI Corp,,JPI Corp,C00115774,PB,,,F4000,Phone,N,0,1
C00115832,1994,Indiana Bankers Assn,American Bankers Assn,American Bankers Assn,C00115832,PB,,,F1100,AFP88,N,0,1
C00115840,1994,Continental Insurance,,Continental Insurance,C00115840,PB,,,F3400,S&P94,N,0,1
C00116020,1994,Vulcan Materials,,Vulcan Materials,C00116020,PB,,,B5000,S&P94,Y,0,1
C00116061,1994,Carpenter Technology Corp,,Carpenter Technology Corp,C00116061,PB,,,M2100,S&P94,N,0,1
C00116145,1994,Interstate Natural Gas Assn of America,,Interstate Natural Gas Assn of America,C00116145,PB,,,E1140,NTPA89,N,0,1
C00116384,1994,Liberty Corp,,Liberty Corp,C00116384,PB,,,F3300,S&P94,Y,0,1
C00116400,1994,Tosco Corp,,Tosco Corp,C00116400,PB,,,E1160,S&P94,N,0,1
C00116715,1994,Conservative Campaign Fund,,Conservative Campaign Fund,C00116715,PI,,,J1100,Name,N,0,1
C00116756,1994,Iowa's Community Bankers,Savings & Community Bankers of America,Savings & Community Bankers of America,C00116756,PB,,,F1200,NTPA96,N,0,1
C00116988,1994,Washington Savings League,Savings & Community Bankers of America,Savings & Community Bankers of America,C00116988,PB,,,F1200,AFP90,N,0,1
C00117051,1994,Prudential Securities,Prudential Insurance,Prudential Insurance,C00117051,PB,,,F2100,S&P94,N,0,1
C00117200,1994,North Carolina Right to Life,Right to Life,Right to Life,C00117200,PI,,,J7120,AFP88,N,0,1
C00117267,1994,Farmland Industries,,Farmland Industries,C00117267,PB,,,A4000,S&P94,Y,0,1
C00117408,1994,MCA Inc,,MCA Inc,C00117408,PB,,,C2400,Phone,Y,1,1
C00117424,1994,Stone Container Corp,,Stone Container Corp,C00117424,PB,,,M7100,S&P94,Y,0,1
C00117440,1994,California Right to Life,,California Right to Life,C00117440,PI,,,J7120,AFP88,N,0,1
C00117614,1994,Farmers Mutual Hail Insurance of Iowa,,Farmers Mutual Hail Insurance of Iowa,C00117614,PB,,,F3400,S&P94,Y,0,1
C00117838,1994,Baxter Healthcare,,Baxter International,C00117838,PB,,,H4100,Hvr02,N,0,1
C00117861,1994,"Liddell, Sapp et al","Liddell, Sapp et al","Liddell, Sapp et al",C00117861,PB,,,K1000,Phone,N,0,1
C00117879,1994,"Liddell, Sapp et al","Liddell, Sapp et al","Liddell, Sapp et al",C00117879,PB,,,K1000,Phone,N,0,1
C00117911,1994,North Dakota Bankers Assn,American Bankers Assn,American Bankers Assn,C00117911,PB,,,F1100,Name,N,0,1
C00117937,1994,AFL-CIO Industrial Union Dept,AFL-CIO,AFL-CIO,C00117937,PL,,,LM100,AFP88,N,0,1
C00118208,1994,American Road & Transport Builders Assn,,American Road & Transport Builders Assn,C00118208,PB,,,B1000,NTPA89,N,0,1
C00118430,1994,American Orthotic & Prosthetic Assn,,American Orthotic & Prosthetic Assn,C00118430,PB,,,H4100,NTPA89,N,0,1
C00118562,1994,Arvin Industries,,Arvin Industries,C00118562,PB,,,T2200,S&P94,Y,0,1
C00118885,1994,Potomac Electric Power,,Potomac Electric Power,C00118885,PB,,,E1600,S&P94,N,0,1
C00118919,1994,Potato Chip & Snack Food Assn,,Potato Chip & Snack Food Assn,C00118919,PB,,,G2100,NTPA89,N,0,1
C00118943,1994,Massachusetts Mutual Life Insurance,,Massachusetts Mutual Life Insurance,C00118943,PB,,,F3300,S&P94,Y,0,1
C00118950,1994,Texas Osteopathic Medical Assn,American Osteopathic Assn,American Osteopathic Assn,C00118950,PB,,,H1130,WebEC,N,0,1
C00118984,1994,Allied Bankshares,,Allied Bankshares,C00118984,PB,,,F1100,S&P94,N,0,1
C00119008,1994,WMX Technologies,WMX Technologies,WMX Technologies,C00119008,PB,,,E3000,S&P94,Y,0,1
C00119313,1994,Mallinckrodt Medical,Mallinckrodt Inc,Mallinckrodt Inc,C00119313,PB,,,M1000,S&P94,N,0,1
C00119354,1994,National Medical Enterprises,,National Medical Enterprises,C00119354,PB,,,H2100,S&P94,Y,0,1
C00119370,1994,National Conservative Club,National Conservative Club,National Conservative Club,C00119370,RP,S8NC00015,R,Z4100,Report,N,0,1
C00119651,1994,Martin Marietta Corp,,Martin Marietta Corp,C00119651,PB,,,D2000,S&P94,Y,0,1
C00119669,1994,Dun & Bradstreet,,Dun & Bradstreet,C00119669,PB,,,G5280,S&P94,Y,0,1
C00119776,1994,Georgia Power,Southern Co,Southern Co,C00119776,PB,,,E1600,S&P94,Y,0,1
C00119784,1994,"De Leuw, Cather & Co",Ralph M Parsons Co,Ralph M Parsons Co,C00119784,PB,,,B4000,S&P94,N,0,1
C00120006,1994,Minnesota Mutual Life,,Minnesota Mutual Life,C00120006,PB,,,F3300,S&P94,Y,0,1
C00120030,1994,Society of Independent Gasoline Marketers,,Society of Independent Gasoline Marketers,C00120030,PB,,,E1170,NTPA89,N,0,1
C00120204,1994,Vollrath Co,,Vollrath Co,C00120204,PB,,,M2300,S&P94,N,0,1
C00120519,1994,Gulf Power,Southern Co,Southern Co,C00120519,PB,,,E1600,S&P94,N,0,1
C00120550,1994,FHP Inc,,FHP Inc,C00120550,PB,,,H3700,S&P94,N,0,1
C00120642,1994,Environmental Industry Assns,,Environmental Industry Assns,C00120642,PB,,,E3000,NTPA89,N,0,1
C00120816,1994,Bath Iron Works,,Bath Iron Works,C00120816,PB,,,D5000,Phone,Y,0,1
C00120873,1994,JR Simplot Co,,JR Simplot Co,C00120873,PB,,,A1400,S&P94,Y,0,1
C00121277,1994,King Ranch,,King Ranch,C00121277,PB,,,A3000,Name,Y,0,1
C00121301,1994,Piper Jaffray Companies,,Piper Jaffray Companies,C00121301,PB,,,F2100,S&P94,N,0,1
C00121319,1994,Aid Assn for Lutherans,,Aid Assn for Lutherans,C00121319,PB,,,F3100,S&P94,Y,0,1
C00121350,1994,Cigar Assn of America,,Cigar Assn of America,C00121350,PB,,,A1300,NTPA89,N,0,1
C00121368,1994,Exxon Corp,,Exxon Corp,C00121368,PB,,,E1110,S&P94,Y,0,1
C00121582,1994,California Grape & Tree Fruit League,,California Grape & Tree Fruit League,C00121582,PB,,,A1400,SIC,N,0,1
C00121814,1994,First Mississippi Corp,,First Mississippi Corp,C00121814,PB,,,A4100,S&P94,Y,0,1
C00122101,1994,Safari Club International,,Safari Club International,C00122101,PI,,,J6200,WebCH,Y,0,1
C00122143,1994,"Jones, Day et al",,"Jones, Day et al",C00122143,PB,,,K1000,Duns,Y,0,1
C00122499,1994,American Academy of Physician Assistants,,American Academy of Physician Assistants,C00122499,PB,,,H1700,NTPA89,N,0,1
C00122614,1994,TransAmerica,TransAmerica,TransAmerica,C00122614,PB,,,F3100,S&P94,Y,0,1
C00122630,1994,Pioneer Savings Bank,,Pioneer Savings Bank,C00122630,PB,,,F1200,Name,N,0,1
C00122671,1994,Pepsi-Cola Bottlers Assn,,Pepsi-Cola Bottlers Assn,C00122671,PB,,,G2700,Mil$D,N,0,1
C00122739,1994,CBI Industries,,CBI Industries,C00122739,PB,,,B1000,S&P94,N,0,1
C00122937,1994,Chemical Specialties Manufacturers Assn,,Chemical Specialties Manufacturers Assn,C00122937,PB,,,M1000,EncAssns,Y,0,1
C00123109,1994,Morton Buildings,,Morton Buildings,C00123109,PB,,,B1000,Phone,N,0,1
C00123158,1994,Northern Textile Assn,,Northern Textile Assn,C00123158,PB,,,M8000,NTPA89,N,0,1
C00123513,1994,Forest City Enterprises,,Forest City Enterprises,C00123513,PB,,,F4100,Hoovers,N,0,1
C00123612,1994,Textron Inc,,Textron Inc,C00123612,PB,,,D2000,S&P94,Y,0,1
C00123950,1994,Harleysville Insurance,,Harleysville Insurance,C00123950,PB,,,F3400,S&P94,N,0,1
C00123968,1994,Farmer Harvest Inc,,Farmer Harvest Inc,C00123968,PB,,,A1000,Phone,N,0,1
C00123976,1994,Allied Group,,Allied Group,C00123976,PB,,,F3400,S&P94,N,0,1
C00124040,1994,Ruff PAC,,Ruff PAC,C00124040,PI,,,J4000,AFP88,N,0,1
C00125641,1994,Intel Corp,,Intel Corp,C00125641,PB,,,C5110,S&P94,N,0,1
C00125716,1994,Florida Rock Industries,,Florida Rock Industries,C00125716,PB,,,B5100,S&P94,N,0,1
C00125732,1994,Black Hills Power & Light,,Black Hills Power & Light,C00125732,PB,,,E1600,Ward's,N,0,1
C00125823,1994,Revco DS Inc,,Revco DS Inc,C00125823,PB,,,G4900,S&P94,N,0,1
C00125831,1994,Fleetwood Enterprises,,Fleetwood Enterprises,C00125831,PB,,,B2400,S&P94,Y,0,1
C00126086,1994,Stop the Arms Race PAC,,Stop the Arms Race PAC,C00126086,PI,,,JD200,Name,N,0,1
C00126276,1994,Southern New England Telecom,,Southern New England Telecom,C00126276,PB,,,C4100,S&P94,N,0,1
C00126466,1994,Diamond Walnut Growers,Sun-Diamond Growers,Sun-Diamond Growers,C00126466,PB,,,A1400,Phone,N,0,1
C00126763,1994,National Assn of Convenience Stores,,National Assn of Convenience Stores,C00126763,PB,,,G4300,AFP88,N,0,1
C00126789,1994,Sun Studs Inc,,Sun Studs Inc,C00126789,PB,,,A5000,S&P94,Y,0,1
